token_context,word_context,seg_context,sent_cotext,label
"['', '', '', '', '', 'see(see(a,b', '', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,whichother,specifiespossibleeventsassociatedwiththeentity.', 'Forthetelic(purpose)roleofthequaliastructureforproblemhasavalueivalent', 'Whentheadjectiveeasyiscombinedwithproblem,itpredicatesoverthetelicroleofproblemandconsequentlytheadjective-nouncombinationreceivestheinterpretationaproblemthatiseasytosolve.', '', '', '']","['', '', '', '', '', '(see(see(2a,b)).', '', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,whichotherthings,specifiespossibleeventsassociatedwiththeentity.', 'Forthetelic(purpose)roleofthequaliastructureforproblemhasavalueequivalent', 'Whentheadjectiveeasyiscombinedwithproblem,itpredicatesoverthetelicroleofproblemandconsequentlytheadjective-nouncombinationreceivestheinterpretationaproblemthatiseasytosolve.', '', '', '']","['', '', '', '', '', 'see(see(a,b', '', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,whichotherthings,specifiespossibleeventsassociatedwiththeentity.', 'For,thetelic(purpose)roleofthequaliastructureforproblemhasavalueequivalent', 'Whentheadjectiveeasyiscombinedwithproblem,itpredicatesoverthetelicroleofproblemandconsequentlytheadjective-nouncombinationreceivestheinterpretationaproblemthatiseasytosolve.', '', '', '']","['', '', '', '', '', '', '', 'Adjectiveslikegoodalloweitherverb-subjectorverb-objectinterpretations:agoodcookisacookwhocookswellwhereasgoodsoupissoupthattastesgoodorsoupthatisgoodtoeat.', ' #TAUTHOR_TAGavoidsenumeratingthevarioussensesforadjectiveslikefastbyexploitingthesemanticsofthenounstheymodify.', 'Pustejovskytreatsnounsashavingaqualiastructureaspartoftheirlexicalentries,whichamongotherthings,specifiespossibleeventsassociatedwiththeentity.', 'Forexample,thetelic(purpose)roleofthequaliastructureforproblemhasavalueequivalenttosolve.', 'Whentheadjectiveeasyiscombinedwithproblem,itpredicatesoverthetelicroleofproblemandconsequentlytheadjective-nouncombinationreceivestheinterpretationaproblemthatiseasytosolve.', '', '', '']",0
"['Wehavepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline.']","['Wehavepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline.']","['Wehavepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline.']","['Wehavepresentedanensembleapproachtowordsensedisambiguation #TAUTHOR_TAGwheremultipleNaiveBayesianclassifiers,eachbasedonco--occurrencefeaturesfromvaryingsizedwindowsofcontext,isshowntoperformwellonthewidelystudiednounsinterestandline.']",0
['See #TAUTHOR_TAGforadiscussion.'],['See #TAUTHOR_TAGforadiscussion.'],['See #TAUTHOR_TAGforadiscussion.'],['See #TAUTHOR_TAGforadiscussion.'],0
['Otherdefinitionsofpredicatesmaybefoundin #TAUTHOR_TAG.'],['Otherdefinitionsofpredicatesmaybefoundin #TAUTHOR_TAG.'],['Otherdefinitionsofpredicatesmaybefoundin #TAUTHOR_TAG.'],['Otherdefinitionsofpredicatesmaybefoundin #TAUTHOR_TAG.'],0
"['Thisappearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG.']","['Thisappearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG.']","['Thisappearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG.']","['Thisappearedtosolvetheproblem,andtheresultspresentedlaterfortheaveragedegreeofgeneralisationdonotshowanover-generalisationcomparedwiththosegivenin #TAUTHOR_TAG.']",1
['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #TAUTHOR_TAGand #AUTHOR_TAG.'],1
"['Theproblemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG.']","['Theproblemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG.']","['Theproblemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG.']","['Theproblemwiththisapproachisthatanythresholdis,tosomeextent,arbitrary,andthereisevidencetosuggestthat,forsometasks,lowcountsareimportant #TAUTHOR_TAG.']",4
"['However, #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP.']","['However, #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP.']","['However, #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP.']","['However, #TAUTHOR_TAGclaimsthatthelog-likelihoodchisquaredstatistic(G2)ismoreappropriateforcorpus-basedNLP.']",4
['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG.'],['Thetaskweusedtocomparedifferentgeneralisationtechniquesissimilartothatusedby #AUTHOR_TAGand #TAUTHOR_TAG.'],1
"['TheX2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP.']","['TheX2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP.']","['TheX2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP.']","['TheX2statisticisperformingatleastaswellasG2,throwingdoubtontheclaimby #TAUTHOR_TAGthattheG2statisticisbettersuitedforuseincorpus-basedNLP.']",1
"['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]",1
"['Theseobservationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,implementation']","['Theseobservationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,implementation.']","['Theseobservationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', 'ThispresentframeworkbuildsontheworkofHaleandKeyser,']","['Theseobservationsandthislineofreasoninghasnotescapedtheattentionoftheoreticallinguists: #TAUTHOR_TAGproposethatargumentstructureis,infact,encodedsyntactically.', 'Theydescribeacascadingverbphraseanalysiswithmultiplephoneticallyemptyverbalprojectionscorrespondingtoconceptssuchasinchoativityandagentivity.', '']",0
"['ThelightverbvDOlicensesanatelicnon-inchoativeevent,andiscompatiblewithverbalrootsexpressingactivity.', 'Itprojectsafunctionalhead,voice #TAUTHOR_TAG,whosespecifieristheexternalargument.', 'Lexentriesinthesystemareminimallyspecified,eachconsistingofaphoneticform,alistofrelevantfeatures,andsemanticsintheformofaλexpression.']","['ThelightverbvDOlicensesanatelicnon-inchoativeevent,andiscompatiblewithverbalrootsexpressingactivity.', 'Itprojectsafunctionalhead,voice #TAUTHOR_TAG,whosespecifieristheexternalargument.', 'Lexicalentriesinthesystemareminimallyspecified,eachconsistingofaphoneticform,alistofrelevantfeatures,andsemanticsintheformofaλexpression.']","['ThelightverbvDOlicensesanatelicnon-inchoativeevent,andiscompatiblewithverbalrootsexpressingactivity.', 'Itprojectsafunctionalhead,voice #TAUTHOR_TAG,whosespecifieristheexternalargument.', 'Lexicalentriesinthesystemareminimallyspecified,eachconsistingofaphoneticform,alistofrelevantfeatures,andsemanticsintheformofaλexpression.']","['ThelightverbvDOlicensesanatelicnon-inchoativeevent,andiscompatiblewithverbalrootsexpressingactivity.', 'Itprojectsafunctionalhead,voice #TAUTHOR_TAG,whosespecifieristheexternalargument.', 'Lexicalentriesinthesystemareminimallyspecified,eachconsistingofaphoneticform,alistofrelevantfeatures,andsemanticsintheformofaλexpression.']",0
"['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]",1
"['Inthispaper,IpresentacomputationalimplementationofDistributedMorphology #TAUTHOR_TAG,anon-lexicalistlinguistictheorythaterasesthedistinctionbetweensyntacticderivationandmorphologicalderivation.', 'Thisframeworkleadstofiner-grainedsemanticscapableofbettercapturinglinguisticgeneralizations.']","['Inthispaper,IpresentacomputationalimplementationofDistributedMorphology #TAUTHOR_TAG,anon-lexicalistlinguistictheorythaterasesthedistinctionbetweensyntacticderivationandmorphologicalderivation.', 'Thisframeworkleadstofiner-grainedsemanticscapableofbettercapturinglinguisticgeneralizations.']","['Inthispaper,IpresentacomputationalimplementationofDistributedMorphology #TAUTHOR_TAG,anon-lexicalistlinguistictheorythaterasesthedistinctionbetweensyntacticderivationandmorphologicalderivation.', 'Thisframeworkleadstofiner-grainedsemanticscapableofbettercapturinglinguisticgeneralizations.']","['Inthispaper,IpresentacomputationalimplementationofDistributedMorphology #TAUTHOR_TAG,anon-lexicalistlinguistictheorythaterasesthedistinctionbetweensyntacticderivationandmorphologicalderivation.', 'Thisframeworkleadstofiner-grainedsemanticscapableofbettercapturinglinguisticgeneralizations.']",5
"['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewedaspred.', 'Thisapproachhasitsrootsandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #AUTHOR_TAGandPropBank #TAUTHOR_TAG.']","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewedaspredicatesarguments.', 'Thisapproachhasitsrootsandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #AUTHOR_TAGandPropBank #TAUTHOR_TAG.']","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewedas.', 'Thisapproachhasitsrootsandservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #AUTHOR_TAGandPropBank #TAUTHOR_TAG.']","['Acommonlexicalsemanticrepresentationinthecomputationallinguisticsliteratureisaframe-basedmodelwheresyntacticargumentsareassociatedwithvarioussemanticroles(essentiallyframeslots).', 'Verbsareviewedassimplepredicatesovertheirarguments.', ""ThisapproachhasitsrootsinFillmore's #AUTHOR_TAG,andservesasthefoundationfortwocurrentlarge-scalesemanticannotationprojects:FrameNet #AUTHOR_TAGandPropBank #TAUTHOR_TAG.""]",0
"['In #TAUTHOR_TAG,IpresentevidencefromMandarinChinesethatthisanalysisisontherighttrack.', 'edwithimplementationthe']","['In #TAUTHOR_TAG,IpresentevidencefromMandarinChinesethatthisanalysisisontherighttrack.', 'withimplementationtheoretical']","['In #TAUTHOR_TAG,IpresentevidencefromMandarinChinesethatthisanalysisisontherighttrack.', 'withthe']","['In #TAUTHOR_TAG,IpresentevidencefromMandarinChinesethatthisanalysisisontherighttrack.', '']",2
"['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']","['Theunderstandingofnaturallanguagetextincludesnotonlyanalysisofsyntacticstructure,butalsoofsemanticcontent.', 'Duetoadvancesinstatisticalsyntacticparsingtechniques #TAUTHOR_TAG,attentionhasrecentlyshiftedtowardstheharderquestionofanalyzingthemeaningofnaturallanguagesentences.']",0
"['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considertheexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']","['Thereisageneralconsensusamongtheoreticallinguiststhattheproperrepresentationofverbalargumentstructureiseventstructure--representationsgroundedinatheoryofeventsthatdecomposesemanticrolesintermsofprimitivepredicatesrepresentingconceptssuchascausalityandinchoativity #TAUTHOR_TAGb; #AUTHOR_TAG.', 'Considerthefollowingexample:']",0
"['', 'similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #AUTHOR_TAGusinga #TAUTHOR_TAGstyleanalysis.', 'canbesystemwhoseaddedsimlexicalsemanticsentenceflatargumentstructureson']","['', 'similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #AUTHOR_TAGusinga #TAUTHOR_TAGstyleanalysis.', 'canbesystemwhoseaddedlexicalsemanticsentenceflatargumentstructureson']","['', ',similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #AUTHOR_TAGusinga #TAUTHOR_TAGstyleanalysis.', 'asystemwhosesimflatpredicateargumentstructureson']","['', 'Althoughtheeffectivenessandcoverageofmyparserremainstobeseen,similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #AUTHOR_TAGusinga #TAUTHOR_TAGstyleanalysis.', '']",0
"[""Vendler'sactivitiesstatesbothdep"", 'Accomplishmentsandachievementsbothexpressachangeofstate,andhencearetemporallybounded(telic);achievementsarepunctualwhereasaccomplishmentsextendoveraperiodoftime.', ' #TAUTHOR_TAGobservesthataccomplishmentsdifferfromachievementsonlyintermsofeventduration,whichisoftenaquestionofgranularity.']","[""Vendler'sactivitiesstatesbothdepict"", 'Accomplishmentsandachievementsbothexpressachangeofstate,andhencearetemporallybounded(telic);achievementsarepunctual,whereasaccomplishmentsextendoveraperiodoftime.', ' #TAUTHOR_TAGobservesthataccomplishmentsdifferfromachievementsonlyintermsofeventduration,whichisoftenaquestionofgranularity.']","[""Vendler'sclassification,activitiesstatesbothdep"", 'Accomplishmentsandachievementsbothexpressachangeofstate,andhencearetemporallybounded(telic);achievementsarepunctualwhereasaccomplishmentsextendoveraperiodoftime.', ' #TAUTHOR_TAGobservesthataccomplishmentsdifferfromachievementsonlyintermsofeventduration,whichisoftenaquestionofgranularity.']","['', 'Accomplishmentsandachievementsbothexpressachangeofstate,andhencearetemporallybounded(telic);achievementsarepunctual,whereasaccomplishmentsextendoveraperiodoftime.', ' #TAUTHOR_TAGobservesthataccomplishmentsdifferfromachievementsonlyintermsofeventduration,whichisoftenaquestionofgranularity.']",0
"['', 'similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #TAUTHOR_TAGusinga #AUTHOR_TAGstyleanalysis.', '']","['', 'similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #TAUTHOR_TAGusinga #AUTHOR_TAGstyleanalysis.', '']","['', ',similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #TAUTHOR_TAGusinga #AUTHOR_TAGstyleanalysis.', '']","['', 'Althoughtheeffectivenessandcoverageofmyparserremainstobeseen,similarapproacheshavebeensuccessfulatcapturingcomplexlinguisticphenomena.', 'Withaminimalsetoffeaturesandasmallnumberoflexicalentries, #AUTHOR_TAGhassuccessfullymodeledmanyoftheargumentalternationsdescribedby #TAUTHOR_TAGusinga #AUTHOR_TAGstyleanalysis.', '']",0
"['thesourceincho', '', 'Wehavethefollowingsituation:Inthiscase,thecompleteeventstructureofawordcanbecompositionallyderivedfromitscomponentmorphemes.', ""Thisframework,wherethe``semanticload''isspreadmoreevenlythroughoutthelexicontolexicalcategoriesnottypicallythoughttobearsemanticcontent,isessentiallythemodeladvocatedby #TAUTHOR_TAGa),amongmanyothers."", 'Notethatsuchanapproachisnolongerlexicalist:eachlexicalitemdoesnotfullyencodeitsassociatedsyntacticandsemanticstructures.', 'Rather,meaningsarecomposedfromcomponentmorphemes.']","['thesourceinchoativity', '', 'Wehavethefollowingsituation:Inthiscase,thecompleteeventstructureofawordcanbecompositionallyderivedfromitscomponentmorphemes.', ""Thisframework,wherethe``semanticload''isspreadmoreevenlythroughoutthelexicontolexicalcategoriesnottypicallythoughttobearsemanticcontent,isessentiallythemodeladvocatedby #TAUTHOR_TAGa),amongmanyothers."", 'Notethatsuchanapproachisnolongerlexicalist:eachlexicalitemdoesnotfullyencodeitsassociatedsyntacticandsemanticstructures.', 'Rather,meaningsarecomposedfromcomponentmorphemes.']","['thesourceincho', '', 'Wehavethefollowingsituation:Inthiscase,thecompleteeventstructureofawordcanbecompositionallyderivedfromitscomponentmorphemes.', ""Thisframework,wherethe``semanticload''isspreadmoreevenlythroughoutthelexicontolexicalcategoriesnottypicallythoughttobearsemanticcontent,isessentiallythemodeladvocatedby #TAUTHOR_TAGa),amongmanyothers."", 'Notethatsuchanapproachisnolongerlexicalist:eachlexicalitemdoesnotfullyencodeitsassociatedsyntacticandsemanticstructures.', 'Rather,meaningsarecomposedfromcomponentmorphemes.']","['', '', 'Wehavethefollowingsituation:Inthiscase,thecompleteeventstructureofawordcanbecompositionallyderivedfromitscomponentmorphemes.', ""Thisframework,wherethe``semanticload''isspreadmoreevenlythroughoutthelexicontolexicalcategoriesnottypicallythoughttobearsemanticcontent,isessentiallythemodeladvocatedby #TAUTHOR_TAGa),amongmanyothers."", 'Notethatsuchanapproachisnolongerlexicalist:eachlexicalitemdoesnotfullyencodeitsassociatedsyntacticandsemanticstructures.', 'Rather,meaningsarecomposedfromcomponentmorphemes.']",0
"['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]","['Mytheoryofverbalargumentstructurecanbeimple-mentedinaunifiedmorpho-syntacticparsingmodelthatinterleavessyntacticandsemanticparsing.', ""Thesystemisintheformofanagenda-drivenchart-basedparserwhosefoundationissimilartopreviousformalizationsofChomsky'sMinimalistProgram #TAUTHOR_TAG.""]",1
"['Followingthenon-lexicalisttradition,theseprimitivesarearguedtooccupyfunctionalprojectionsinthesyntacticstructure,asso-calledlightverbs.', 'Here,Iadoptthemodelproposedby #TAUTHOR_TAGanddecomposelexicalverbsintoverbalizingheadsandverbalroots.', 'Verbalizingheadsintroducerelevanteventiveinterpretationsinthesyntax,andcorrespondto(umed)universalprimitivesofthehumancognitivesystem.', '', 'ofthreeverbalizingheads,toanaforementionedprimitive:']","['Followingthenon-lexicalisttradition,theseprimitivesarearguedtooccupyfunctionalprojectionsinthesyntacticstructure,asso-calledlightverbs.', 'Here,Iadoptthemodelproposedby #TAUTHOR_TAGanddecomposelexicalverbsintoverbalizingheadsandverbalroots.', 'Verbalizingheadsintroducerelevanteventiveinterpretationsinthesyntax,andcorrespondto(assumed)universalprimitivesofthehumancognitivesystem.', '', 'ofthreeverbalizingheads,toanaforementionedprimitive:']","['Followingthenon-lexicalisttradition,theseprimitivesarearguedtooccupyfunctionalprojectionsinthesyntacticstructure,asso-calledlightverbs.', 'Here,Iadoptthemodelproposedby #TAUTHOR_TAGanddecomposelexicalverbsintoverbalizingheadsandverbalroots.', 'Verbalizingheadsintroducerelevanteventiveinterpretationsinthesyntax,andcorrespondto(umed)universalprimitivesofthehumancognitivesystem.', '', 'ofthreeverbalizingheads,toanaforementionedprimitive:']","['Followingthenon-lexicalisttradition,theseprimitivesarearguedtooccupyfunctionalprojectionsinthesyntacticstructure,asso-calledlightverbs.', 'Here,Iadoptthemodelproposedby #TAUTHOR_TAGanddecomposelexicalverbsintoverbalizingheadsandverbalroots.', 'Verbalizingheadsintroducerelevanteventiveinterpretationsinthesyntax,andcorrespondto(assumed)universalprimitivesofthehumancognitivesystem.', '', 'Iassumeaninventoryofthreeverbalizingheads,eachcorrespondingtoanaforementionedprimitive:']",5
