token_context,word_context,seg_context,sent_cotext,label
"['systemstoassistinthedevelopmentofspoken-langnagesystems(SLSs)havefocusedonbuildingstand-alone,customizedapplications,suchas #AUTHOR_TAGand #AUTHOR_TAG.', 'ThegoaloftheJAVOXtoolkitistospeech-enabletraditionaldesktopapplications--thisissimilartothegoalsoftheMELISSAproject #TAUTHOR_TAG.', 'It']","['systemstoassistinthedevelopmentofspoken-langnagesystems(SLSs)havefocusedonbuildingstand-alone,customizedapplications,suchas #AUTHOR_TAGand #AUTHOR_TAG.', 'ThegoaloftheJAVOXtoolkitistospeech-enabletraditionaldesktopapplications--thisissimilartothegoalsoftheMELISSAproject #TAUTHOR_TAG.', 'It']","['systemstoassistinthedevelopmentofspoken-langnagesystems(SLSs)havefocusedonbuildingstand-alone,customizedapplications,suchas #AUTHOR_TAGand #AUTHOR_TAG.', 'ThegoaloftheJAVOXtoolkitistospeech-enabletraditionaldesktopapplications--thisissimilartothegoalsoftheMELISSAproject #TAUTHOR_TAG.', 'ItisintendedtobothspeedthedevelopmentofSLSsandtolocalizethespeech-specificcodewithintheapplication.', 'JAVOXallowsdeveloperstoaddspeechinterfacestoapplicationsattheendofthedevelopmentprocess;SLSs']","['systemstoassistinthedevelopmentofspoken-langnagesystems(SLSs)havefocusedonbuildingstand-alone,customizedapplications,suchas #AUTHOR_TAGand #AUTHOR_TAG.', 'ThegoaloftheJAVOXtoolkitistospeech-enabletraditionaldesktopapplications--thisissimilartothegoalsoftheMELISSAproject #TAUTHOR_TAG.', 'ItisintendedtobothspeedthedevelopmentofSLSsandtolocalizethespeech-specificcodewithintheapplication.', 'JAVOXallowsdeveloperstoaddspeechinterfacestoapplicationsattheendofthedevelopmentprocess;SLSsnolongerneedtobebuiltfromthegroundup']",1
"['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #AUTHOR_TAGhuaChenandChen,94; #AUTHOR_TAG.', 'Itisalsopossibletofocusonnon-compositionalcompounds,akeypointinbilingualapplications #TAUTHOR_TAGLin,99).', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #AUTHOR_TAGhuaChenandChen,94; #AUTHOR_TAG.', 'Itisalsopossibletofocusonnon-compositionalcompounds,akeypointinbilingualapplications #TAUTHOR_TAGLin,99).', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #AUTHOR_TAGhuaChenandChen,94; #AUTHOR_TAG.', 'Itisalsopossibletofocusonnon-compositionalcompounds,akeypointinbilingualapplications #TAUTHOR_TAGLin,99).', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #AUTHOR_TAGhuaChenandChen,94; #AUTHOR_TAG.', 'Itisalsopossibletofocusonnon-compositionalcompounds,akeypointinbilingualapplications #TAUTHOR_TAGLin,99).', '']",0
"['', 'Forsakeofefficiency,weusedthesuffixarraytechniquetogetacompactrepresentationofourtrainingcorpus.', 'Thismethodallowstheefficientretrievalofarbitrarylengthn-grams(NagaoandMori,94;Harunoetal.,96;Ikehaxaetal.,96; #TAUTHOR_TAG']","['', 'Forsakeofefficiency,weusedthesuffixarraytechniquetogetacompactrepresentationofourtrainingcorpus.', 'Thismethodallowstheefficientretrievalofarbitrarylengthn-grams(NagaoandMori,94;Harunoetal.,96;Ikehaxaetal.,96; #TAUTHOR_TAG']","['', 'Forsakeofefficiency,weusedthesuffixarraytechniquetogetacompactrepresentationofourtrainingcorpus.', 'Thismethodallowstheefficientretrievalofarbitrarylengthn-grams(NagaoandMori,94;Harunoetal.,96;Ikehaxaetal.,96; #TAUTHOR_TAG']","['', 'Forsakeofefficiency,weusedthesuffixarraytechniquetogetacompactrepresentationofourtrainingcorpus.', 'Thismethodallowstheefficientretrievalofarbitrarylengthn-grams(NagaoandMori,94;Harunoetal.,96;Ikehaxaetal.,96; #TAUTHOR_TAG']",0
"['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #TAUTHOR_TAG;huaChenandChen,94; #AUTHOR_TAG.', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #TAUTHOR_TAG;huaChenandChen,94; #AUTHOR_TAG.', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #TAUTHOR_TAG;huaChenandChen,94; #AUTHOR_TAG.', '']","['waytoincreasetheprecisionofthemappingprocessistoimposesomelinguisticconstraintsonthesequencessuchassimplenoun-phrasecontraints #TAUTHOR_TAG;huaChenandChen,94; #AUTHOR_TAG.', '']",5
"['speechandlanguageprocessingarchitectureisbasedonthatoftheSRICommandTalksystem #TAUTHOR_TAG;Stenteta.,1999).', 'Thesystemcomprisesa']","['speechandlanguageprocessingarchitectureisbasedonthatoftheSRICommandTalksystem #TAUTHOR_TAG;Stenteta.,1999).', 'Thesystemcomprisesa']","['speechandlanguageprocessingarchitectureisbasedonthatoftheSRICommandTalksystem #TAUTHOR_TAG;Stenteta.,1999).', 'Thesystemcomprisesasuite']","['speechandlanguageprocessingarchitectureisbasedonthatoftheSRICommandTalksystem #TAUTHOR_TAG;Stenteta.,1999).', 'Thesystemcomprisesasuiteofabout20agents,connectedtogetherusingtheSPdOpenAgentArchitecture(OAA; #AUTHOR_TAG).', '']",5
"['includeSRrsFlakeyrobot #AUTHOR_TAGandNCARArsInterBOTproject #AUTHOR_TAG.', 'Anumberofothersystemshaveaddressedpartofthetask.', 'CornmandTalk #TAUTHOR_TAG,CircuitFix-ItShop #AUTHOR_TAGandTRAINS-96 #AUTHOR_TAGarespokenlanguagesystemsbuttheyinterfacetosimulationorhelpfacilitiesratherthansemi-autonomousagents.', '']","['includeSRrsFlakeyrobot #AUTHOR_TAGandNCARArsInterBOTproject #AUTHOR_TAG.', 'Anumberofothersystemshaveaddressedpartofthetask.', 'CornmandTalk #TAUTHOR_TAG,CircuitFix-ItShop #AUTHOR_TAGandTRAINS-96 #AUTHOR_TAGarespokenlanguagesystemsbuttheyinterfacetosimulationorhelpfacilitiesratherthansemi-autonomousagents.', '']","['includeSRrsFlakeyrobot #AUTHOR_TAGandNCARArsInterBOTproject #AUTHOR_TAG.', 'Anumberofothersystemshaveaddressedpartofthetask.', 'CornmandTalk #TAUTHOR_TAG,CircuitFix-ItShop #AUTHOR_TAGandTRAINS-96 #AUTHOR_TAGarespokenlanguagesystemsbuttheyinterfacetosimulationorhelpfacilitiesratherthansemi-autonomousagents.', '']","['', 'Morerecentworkonspokenlanguageinterfacestosemi-antonomousrobotsincludeSRrsFlakeyrobot #AUTHOR_TAGandNCARArsInterBOTproject #AUTHOR_TAG.', 'Anumberofothersystemshaveaddressedpartofthetask.', 'CornmandTalk #TAUTHOR_TAG,CircuitFix-ItShop #AUTHOR_TAGandTRAINS-96 #AUTHOR_TAGarespokenlanguagesystemsbuttheyinterfacetosimulationorhelpfacilitiesratherthansemi-autonomousagents.', '']",0
"['-speechtagger.', 'Misleadingsimilaritiesingraphicalformcansometimeinducetranslationmistakes(deceptivecognates).', '~Theseforbiddenpairsnormallyinvolveonlyoneofseveralpossiblepartsofspeech,hencetheneedtodisambiguatethem.', 'Wedothiswithafirst-orderHMMpart-ofspeechtagger(Merialdo #TAUTHOR_TAG.', '']","['Part-of-speechtagger.', 'Misleadingsimilaritiesingraphicalformcansometimeinducetranslationmistakes(deceptivecognates).', '~Theseforbiddenpairsnormallyinvolveonlyoneofseveralpossiblepartsofspeech,hencetheneedtodisambiguatethem.', 'Wedothiswithafirst-orderHMMpart-ofspeechtagger(Merialdo #TAUTHOR_TAG.', '']","['.Part-of-speechtagger.', 'Misleadingsimilaritiesingraphicalformcansometimeinducetranslationmistakes(deceptivecognates).', '~Theseforbiddenpairsnormallyinvolveonlyoneofseveralpossiblepartsofspeech,hencetheneedtodisambiguatethem.', 'Wedothiswithafirst-orderHMMpart-ofspeechtagger(Merialdo #TAUTHOR_TAG.', '']","['', '3.Part-of-speechtagger.', 'Misleadingsimilaritiesingraphicalformcansometimeinducetranslationmistakes(deceptivecognates).', '~Theseforbiddenpairsnormallyinvolveonlyoneofseveralpossiblepartsofspeech,hencetheneedtodisambiguatethem.', 'Wedothiswithafirst-orderHMMpart-ofspeechtagger(Merialdo #TAUTHOR_TAG.', '']",5
"['.', 'Analigner.', 'Afteridentificationofwordandsentenceboundariesthetextisprocessedintoabi-textbyanalignmentprogram.', 'Thisalignmentisdoneonthebasisofbothlength(GaleandChurch #TAUTHOR_TAGandanotionofcognateness(Simard[16]).', '']","['.', 'Analigner.', 'Afteridentificationofwordandsentenceboundariesthetextisprocessedintoabi-textbyanalignmentprogram.', 'Thisalignmentisdoneonthebasisofbothlength(GaleandChurch #TAUTHOR_TAGandanotionofcognateness(Simard[16]).', '']","['.', 'Analigner.', 'Afteridentificationofwordandsentenceboundariesthetextisprocessedintoabi-textbyanalignmentprogram.', 'Thisalignmentisdoneonthebasisofbothlength(GaleandChurch #TAUTHOR_TAGandanotionofcognateness(Simard[16]).', '']","['.', 'Analigner.', 'Afteridentificationofwordandsentenceboundariesthetextisprocessedintoabi-textbyanalignmentprogram.', 'Thisalignmentisdoneonthebasisofbothlength(GaleandChurch #TAUTHOR_TAGandanotionofcognateness(Simard[16]).', '']",5
"['Beforeindexingthetext,weprocessitwithTextract #TAUTHOR_TAG,whichperformslemmatization,anddiscoverspropernamesandtechnicalterms.', '']","['\x80¢Beforeindexingthetext,weprocessitwithTextract #TAUTHOR_TAG,whichperformslemmatization,anddiscoverspropernamesandtechnicalterms.', '']","['Beforeindexingthetext,weprocessitwithTextract #TAUTHOR_TAG,whichperformslemmatization,anddiscoverspropernamesandtechnicalterms.', '']","['\x80¢Beforeindexingthetext,weprocessitwithTextract #TAUTHOR_TAG,whichperformslemmatization,anddiscoverspropernamesandtechnicalterms.', '']",5
"['orphAna:MorphologicalAnalysisprovidedbysinesyieldsthewordstemsofnouns,verbsandadjectives,aswellasthefullformsofunknownwords.', 'Weareusingalexiconofapprox.', '100000wordstemsofGerman #TAUTHOR_TAG']","['orphAna:MorphologicalAnalysisprovidedbysinesyieldsthewordstemsofnouns,verbsandadjectives,aswellasthefullformsofunknownwords.', 'Weareusingalexiconofapprox.', '100000wordstemsofGerman #TAUTHOR_TAG']","['orphAna:MorphologicalAnalysisprovidedbysinesyieldsthewordstemsofnouns,verbsandadjectives,aswellasthefullformsofunknownwords.', 'Weareusingalexiconofapprox.', '100000wordstemsofGerman #TAUTHOR_TAG']","['orphAna:MorphologicalAnalysisprovidedbysinesyieldsthewordstemsofnouns,verbsandadjectives,aswellasthefullformsofunknownwords.', 'Weareusingalexiconofapprox.', '100000wordstemsofGerman #TAUTHOR_TAG']",5
"['inguisticpreprocessingoftextdocumentsiscarriedoutbyre-usingsmes,aninformationextractioncoresystemforreal-worldGermantextprocessing #TAUTHOR_TAG.', 'Thefundamentaldesigncriterionofsinesistoprovideasetofbasic,powerful,robust,andefficientSTPcomponentsand4']","['inguisticpreprocessingoftextdocumentsiscarriedoutbyre-usingsmes,aninformationextractioncoresystemforreal-worldGermantextprocessing #TAUTHOR_TAG.', 'Thefundamentaldesigncriterionofsinesistoprovideasetofbasic,powerful,robust,andefficientSTPcomponentsand4Almost']","['inguisticpreprocessingoftextdocumentsiscarriedoutbyre-usingsmes,aninformationextractioncoresystemforreal-worldGermantextprocessing #TAUTHOR_TAG.', 'Thefundamentaldesigncriterionofsinesistoprovideasetofbasic,powerful,robust,andefficientSTPcomponentsand4']","['inguisticpreprocessingoftextdocumentsiscarriedoutbyre-usingsmes,aninformationextractioncoresystemforreal-worldGermantextprocessing #TAUTHOR_TAG.', 'Thefundamentaldesigncriterionofsinesistoprovideasetofbasic,powerful,robust,andefficientSTPcomponentsand4AlmostalltoolsweexaminedbuildasinglemulticategorizerexceptforSVM-Light,whichbuildsmultiplebinaryclassifiers.', 'genericlinguisticknowledgesourcesthatcaneasilybecustomizedtodealwithdifferenttasksinaflexiblemanner,sinesincludesatexttokenizer,alexicalprocessorandachunkparser.', 'Thechunkparseritselfissubdividedintothreecomponents.', '']",5
"['NP-basedQASystem.', 'OurimplementationoftheNP-basedQAsystemusestheEmpirenounphrasefinder,whichisdescribedindetailin #TAUTHOR_TAG.', 'EmpireidentifiesbaseNPs--non-recursivenounphrases--usingaverysimplealgorithmthatmatchespart-of-speechtagsequencesbasedonalearnednounphrasegrammar.', '']","['NP-basedQASystem.', 'OurimplementationoftheNP-basedQAsystemusestheEmpirenounphrasefinder,whichisdescribedindetailin #TAUTHOR_TAG.', 'EmpireidentifiesbaseNPs--non-recursivenounphrases--usingaverysimplealgorithmthatmatchespart-of-speechtagsequencesbasedonalearnednounphrasegrammar.', '']","['NP-basedQASystem.', 'OurimplementationoftheNP-basedQAsystemusestheEmpirenounphrasefinder,whichisdescribedindetailin #TAUTHOR_TAG.', 'EmpireidentifiesbaseNPs--non-recursivenounphrases--usingaverysimplealgorithmthatmatchespart-of-speechtagsequencesbasedonalearnednounphrasegrammar.', '']","['NP-basedQASystem.', 'OurimplementationoftheNP-basedQAsystemusestheEmpirenounphrasefinder,whichisdescribedindetailin #TAUTHOR_TAG.', 'EmpireidentifiesbaseNPs--non-recursivenounphrases--usingaverysimplealgorithmthatmatchespart-of-speechtagsequencesbasedonalearnednounphrasegrammar.', 'Theapproachisabletoachieve94%precisionandrecallforbaseNPsderivedfromthePennTreebankWallStreetJournal #AUTHOR_TAG.', '']",5
"['documents.', 'Thegoalforquery-dependentsummarizationalgorithmsistoprovideashortsummaryofadocumentwithrespecttoaspecificquery.', 'Althoughanumberofmethodsforquery-dependenttextsummarizationarebeginningtobedevelopedandevaluatedinavarietyofrealisticsettings #TAUTHOR_TAG']","['documents.', 'Thegoalforquery-dependentsummarizationalgorithmsistoprovideashortsummaryofadocumentwithrespecttoaspecificquery.', 'Althoughanumberofmethodsforquery-dependenttextsummarizationarebeginningtobedevelopedandevaluatedinavarietyofrealisticsettings #TAUTHOR_TAG']","['documents.', 'Thegoalforquery-dependentsummarizationalgorithmsistoprovideashortsummaryofadocumentwithrespecttoaspecificquery.', 'Althoughanumberofmethodsforquery-dependenttextsummarizationarebeginningtobedevelopedandevaluatedinavarietyofrealisticsettings #TAUTHOR_TAG']","['', 'Thegoalforquery-dependentsummarizationalgorithmsistoprovideashortsummaryofadocumentwithrespecttoaspecificquery.', 'Althoughanumberofmethodsforquery-dependenttextsummarizationarebeginningtobedevelopedandevaluatedinavarietyofrealisticsettings #TAUTHOR_TAG,weagainproposetheuseofvectorspacemethodsfromIR,whichcanbeeasilyextendedtothesummarizationtask #AUTHOR_TAG']",1
"['wepresentresultsofthetaggerontheNEGRAcorpus #AUTHOR_TAGandthePennTreebank #AUTHOR_TAG.', 'ThePennTreebankresultsreportedherefortheMarkovmodelapproachareatleastequivalenttothosereportedfortheMaximumEntropyapproachin #TAUTHOR_TAG.', '']","['wepresentresultsofthetaggerontheNEGRAcorpus #AUTHOR_TAGandthePennTreebank #AUTHOR_TAG.', 'ThePennTreebankresultsreportedherefortheMarkovmodelapproachareatleastequivalenttothosereportedfortheMaximumEntropyapproachin #TAUTHOR_TAG.', '']","['wepresentresultsofthetaggerontheNEGRAcorpus #AUTHOR_TAGandthePennTreebank #AUTHOR_TAG.', 'ThePennTreebankresultsreportedherefortheMarkovmodelapproachareatleastequivalenttothosereportedfortheMaximumEntropyapproachin #TAUTHOR_TAG.', '']","['aimofthispaperistogiveadetailedaccountofthetechniquesusedinTnT.', 'Additionally,wepresentresultsofthetaggerontheNEGRAcorpus #AUTHOR_TAGandthePennTreebank #AUTHOR_TAG.', 'ThePennTreebankresultsreportedherefortheMarkovmodelapproachareatleastequivalenttothosereportedfortheMaximumEntropyapproachin #TAUTHOR_TAG.', '']",1
"['accordingtoacomparsionoftheresultspresentedherewiththosein #TAUTHOR_TAG,theMaximumEntropyframeworkseemstobetheonlyotherapproachyieldingcomparableresultstotheonepresentedhere.', 'It']","['accordingtoacomparsionoftheresultspresentedherewiththosein #TAUTHOR_TAG,theMaximumEntropyframeworkseemstobetheonlyotherapproachyieldingcomparableresultstotheonepresentedhere.', 'It']","['accordingtoacomparsionoftheresultspresentedherewiththosein #TAUTHOR_TAG,theMaximumEntropyframeworkseemstobetheonlyotherapproachyieldingcomparableresultstotheonepresentedhere.', 'Itisaveryinterestingfutureresearchtopictodeterminetheadvantagesofeitheroftheseapproaches,tofindthereasonfortheirhighaccuracies,andtofindagoodcombinationofboth']","['', 'Accordingtocurrenttaggercomparisons(van #AUTHOR_TAG,andaccordingtoacomparsionoftheresultspresentedherewiththosein #TAUTHOR_TAG,theMaximumEntropyframeworkseemstobetheonlyotherapproachyieldingcomparableresultstotheonepresentedhere.', 'Itisaveryinterestingfutureresearchtopictodeterminetheadvantagesofeitheroftheseapproaches,tofindthereasonfortheirhighaccuracies,andtofindagoodcombinationofboth']",1
"['', ""ThisconfirmsthatalthoughKozima'sapproach #TAUTHOR_TAGiscomputationallyexpensive,itdoesproducemoreprecisesegmentation""]","['improveda.ccura(:y.', ""ThisconfirmsthatalthoughKozima'sapproach #TAUTHOR_TAGiscomputationallyexpensive,itdoesproducemoreprecisesegmentation""]","['', ""ThisconfirmsthatalthoughKozima'sapproach #TAUTHOR_TAGiscomputationallyexpensive,itdoesproducemoreprecisesegmentation""]","['', ""ThisconfirmsthatalthoughKozima'sapproach #TAUTHOR_TAGiscomputationallyexpensive,itdoesproducemoreprecisesegmentation""]",1
"[""�)usesavariantofKozima'ssemanticsimilaritymeasure #TAUTHOR_TAGtocomputeblocksimilarity."", 'Wordsimilarityisafunctionofwordco-occurrencestatisticsinthegivendocument.', 'Wordsthatbelongtothesamesentenceareconsideredtoberelated.', '']","["")usesavariantofKozima'ssemanticsimilaritymeasure #TAUTHOR_TAGtocomputeblocksimilarity."", 'Wordsimilarityisafunctionofwordco-occurrencestatisticsinthegivendocument.', 'Wordsthatbelongtothesamesentenceareconsideredtoberelated.', '']","[""�)usesavariantofKozima'ssemanticsimilaritymeasure #TAUTHOR_TAGtocomputeblocksimilarity."", 'Wordsimilarityisafunctionofwordco-occurrencestatisticsinthegivendocument.', 'Wordsthatbelongtothesamesentenceareconsideredtoberelated.', '']","[""98(,,,,â\x80\x9e)usesavariantofKozima'ssemanticsimilaritymeasure #TAUTHOR_TAGtocomputeblocksimilarity."", 'Wordsimilarityisafunctionofwordco-occurrencestatisticsinthegivendocument.', 'Wordsthatbelongtothesamesentenceareconsideredtoberelated.', '']",2
"['.', 'Althoughtheapproachmayhavepotential,theshiftingofcomplexaccountingintotheunificationalgorithmisatvariancewiththefindingsof #TAUTHOR_TAG,whoreportlargespeed-upsfromtheeliminationofdisjunctionprocessingduringunification.', '']","['', 'Althoughtheapproachmayhavepotential,theshiftingofcomplexaccountingintotheunificationalgorithmisatvariancewiththefindingsof #TAUTHOR_TAG,whoreportlargespeed-upsfromtheeliminationofdisjunctionprocessingduringunification.', '']","['featurestructurefragments.', 'Althoughtheapproachmayhavepotential,theshiftingofcomplexaccountingintotheunificationalgorithmisatvariancewiththefindingsof #TAUTHOR_TAG,whoreportlargespeed-upsfromtheeliminationofdisjunctionprocessingduringunification.', '']","['', 'Althoughtheapproachmayhavepotential,theshiftingofcomplexaccountingintotheunificationalgorithmisatvariancewiththefindingsof #TAUTHOR_TAG,whoreportlargespeed-upsfromtheeliminationofdisjunctionprocessingduringunification.', '']",1
"[').', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #TAUTHOR_TAGand #AUTHOR_TAG.', '']","['(seeSection1).', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #TAUTHOR_TAGand #AUTHOR_TAG.', '']","['seeSection1).', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #TAUTHOR_TAGand #AUTHOR_TAG.', '']","['', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #TAUTHOR_TAGand #AUTHOR_TAG.', '']",3
"[').', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #AUTHOR_TAGand #TAUTHOR_TAG.', '']","['(seeSection1).', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #AUTHOR_TAGand #TAUTHOR_TAG.', '']","['seeSection1).', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #AUTHOR_TAGand #TAUTHOR_TAG.', 'Weleavethisforfuturework']","['', 'Weperceivethattheseresultscanbeextendedtootherlanguagemodelsthatproperlyembedbilexicalcontext-freegrammars,asforinstancethemoregeneralhistory-basedmodelsusedin #AUTHOR_TAGand #TAUTHOR_TAG.', 'Weleavethisforfuturework']",3
"['isnotthebestmeasuretoassesssegmentationquality,thereforewealsoconductedexperimentsusingtheWindowDiffmeasureasproposedby #TAUTHOR_TAG.', 'WindowDiffreturns0incaseofaperfectsegmentation;1istheworstpossiblescore.', 'However,itonlytakesintoaccountsegmentboundariesanddisregardssegmenttypes.', '']","['isnotthebestmeasuretoassesssegmentationquality,thereforewealsoconductedexperimentsusingtheWindowDiffmeasureasproposedby #TAUTHOR_TAG.', 'WindowDiffreturns0incaseofaperfectsegmentation;1istheworstpossiblescore.', 'However,itonlytakesintoaccountsegmentboundariesanddisregardssegmenttypes.', '']","['isnotthebestmeasuretoassesssegmentationquality,thereforewealsoconductedexperimentsusingtheWindowDiffmeasureasproposedby #TAUTHOR_TAG.', 'WindowDiffreturns0incaseofaperfectsegmentation;1istheworstpossiblescore.', 'However,itonlytakesintoaccountsegmentboundariesanddisregardssegmenttypes.', '']","['isnotthebestmeasuretoassesssegmentationquality,thereforewealsoconductedexperimentsusingtheWindowDiffmeasureasproposedby #TAUTHOR_TAG.', 'WindowDiffreturns0incaseofaperfectsegmentation;1istheworstpossiblescore.', 'However,itonlytakesintoaccountsegmentboundariesanddisregardssegmenttypes.', '']",5
"['', 'Forexample,inthesetbornin(Mozart,•)thereisnocontradictionbetweentheyvalues""Salzburg""and""Austria"",but""Salzburg""conflictswith""Vienna"".', 'Althoughthisisonlytrueincaseswhereyoccursinanupwardmonotonecontext #TAUTHOR_TAG,in']","['', 'Forexample,inthesetbornin(Mozart,•)thereisnocontradictionbetweentheyvalues""Salzburg""and""Austria"",but""Salzburg""conflictswith""Vienna"".', 'Althoughthisisonlytrueincaseswhereyoccursinanupwardmonotonecontext #TAUTHOR_TAG,in']","['', 'Forexample,inthesetbornin(Mozart,•)thereisnocontradictionbetweentheyvalues""Salzburg""and""Austria"",but""Salzburg""conflictswith""Vienna"".', 'Althoughthisisonlytrueincaseswhereyoccursinanupwardmonotonecontext #TAUTHOR_TAG,in']","['', 'Forexample,inthesetbornin(Mozart,•)thereisnocontradictionbetweentheyvalues""Salzburg""and""Austria"",but""Salzburg""conflictswith""Vienna"".', 'Althoughthisisonlytrueincaseswhereyoccursinanupwardmonotonecontext #TAUTHOR_TAG,inpracticegenuinecontradictionsbetweeny-valuessharingameronymrelationshipareextremelyrare.', '']",4
"['', 'WeparseeachsentencewiththeCollinsparser #TAUTHOR_TAG.', 'Thenthedocumenthasonebigparsetree,whoserootisDOC,witheachsentencebeingachildofDOC']","['', 'WeparseeachsentencewiththeCollinsparser #TAUTHOR_TAG.', 'Thenthedocumenthasonebigparsetree,whoserootisDOC,witheachsentencebeingachildofDOC']","['', 'WeparseeachsentencewiththeCollinsparser #TAUTHOR_TAG.', 'Thenthedocumenthasonebigparsetree,whoserootisDOC,witheachsentencebeingachildofDOC']","['', 'WeparseeachsentencewiththeCollinsparser #TAUTHOR_TAG.', 'Thenthedocumenthasonebigparsetree,whoserootisDOC,witheachsentencebeingachildofDOC']",5
"['weintroducedthe�MovieReviewPolarityDatasetEnrichedwithAnnotatorRationales.�8', 'Itisbasedonthedatasetof #TAUTHOR_TAG,9whichconsistsof1000positiveand1000negativemoviereviews,tokenizedanddividedinto10folds(F0--F9).', 'AllourexperimentsuseF9astheirfinalblindtestset']","['weintroducedthe�MovieReviewPolarityDatasetEnrichedwithAnnotatorRationales.�8', 'Itisbasedonthedatasetof #TAUTHOR_TAG,9whichconsistsof1000positiveand1000negativemoviereviews,tokenizedanddividedinto10folds(F0--F9).', 'AllourexperimentsuseF9astheirfinalblindtestset']","['weintroducedthe�MovieReviewPolarityDatasetEnrichedwithAnnotatorRationales.�8', 'Itisbasedonthedatasetof #TAUTHOR_TAG,9whichconsistsof1000positiveand1000negativemoviereviews,tokenizedanddividedinto10folds(F0--F9).', 'AllourexperimentsuseF9astheirfinalblindtestset']","[',weintroducedthe�MovieReviewPolarityDatasetEnrichedwithAnnotatorRationales.�8', 'Itisbasedonthedatasetof #TAUTHOR_TAG,9whichconsistsof1000positiveand1000negativemoviereviews,tokenizedanddividedinto10folds(F0--F9).', 'AllourexperimentsuseF9astheirfinalblindtestset']",2
"['observingtherationaleshelpsusinferthetrueθ.', 'Wecollectsubstringrationalesforasentimentclassificationtask #TAUTHOR_TAGandusethemtoobtainsignificantaccuracyimprovementsforeachannotator.', '']","['observingtherationaleshelpsusinferthetrueθ.', 'Wecollectsubstringrationalesforasentimentclassificationtask #TAUTHOR_TAGandusethemtoobtainsignificantaccuracyimprovementsforeachannotator.', '']","[',observingtherationaleshelpsusinferthetrueθ.', 'Wecollectsubstringrationalesforasentimentclassificationtask #TAUTHOR_TAGandusethemtoobtainsignificantaccuracyimprovementsforeachannotator.', '']","['', 'Thus,observingtherationaleshelpsusinferthetrueθ.', 'Wecollectsubstringrationalesforasentimentclassificationtask #TAUTHOR_TAGandusethemtoobtainsignificantaccuracyimprovementsforeachannotator.', '']",5
"['', 'Weusethesamesetofbinaryfeaturesasinpreviousworkonthisdataset #TAUTHOR_TAG.', '']","['', 'Weusethesamesetofbinaryfeaturesasinpreviousworkonthisdataset #TAUTHOR_TAG.', '']","['', 'Weusethesamesetofbinaryfeaturesasinpreviousworkonthisdataset #TAUTHOR_TAG.', '']","['', 'Weusethesamesetofbinaryfeaturesasinpreviousworkonthisdataset #TAUTHOR_TAG.', '']",5
"['', 'Wegathersimilarwordsusing #TAUTHOR_TAGa),miningsimilarverbsfromacomparable-sizedparsedcorpus,andcollectingsimilarnounsfromabroader10GBcorpusofEnglishtext.4']","['', 'Wegathersimilarwordsusing #TAUTHOR_TAGa),miningsimilarverbsfromacomparable-sizedparsedcorpus,andcollectingsimilarnounsfromabroader10GBcorpusofEnglishtext.4']","['', 'Wegathersimilarwordsusing #TAUTHOR_TAGa),miningsimilarverbsfromacomparable-sizedparsedcorpus,andcollectingsimilarnounsfromabroader10GBcorpusofEnglishtext.4']","['', ""Wegathersimilarwordsusing #TAUTHOR_TAGa),miningsimilarverbsfromacomparable-sizedparsedcorpus,andcollectingsimilarnounsfromabroader10GBcorpusofEnglishtext.4Wealsouse #AUTHOR_TAG'sapproachtoobtainingweb-counts""]",5
